Unique_id,job_42,household_type,studying,insee_code,Activity_type,age_2020,Qualification,Sex,target
50382,"csp_5_6","fm3_2",FALSE,"59004","tact12",45,"EDU1-3","Female","T"
50383,"csp_8_6","fm1_2",FALSE,"59004","tact24",69,"EDU1-2","Female","T"
50384,"csp_5_5","fm4_1",FALSE,"59005","tact11",54,"EDU1-3","Female","L"
50387,"csp_6_2","fm4_1",FALSE,"59005","tact11",58,"EDU1-5","Male","T"
50391,"csp_7_5","fm3_2",FALSE,"59007","tact21",64,"EDU1-7","Female","T"
50392,"csp_3_1","fm4_2",FALSE,"59008","tact11",55,"EDU1-6","Male","T"
50393,"csp_8_4","fm4_1",TRUE,"59008","tact22",18,"EDU1-2","Male","L"
50394,"csp_8_4","fm2_0",TRUE,"59008","tact22",26,"EDU1-2","Female","T"
50395,"csp_4_3","fm4_2",FALSE,"59008","tact12",32,"EDU1-4","Female","L"
50396,"csp_6_2","fm4_4",FALSE,"59008","tact11",48,"EDU1-3","Male","L"
50398,"csp_5_6","fm3_2",FALSE,"59008","tact11",60,"EDU3","Female","T"
50402,"csp_5_4","fm4_1",TRUE,"59008","tact11",25,"EDU1-7","Male","T"
50403,"csp_4_8","fm1_1",FALSE,"59008","tact11",44,"EDU1-5","Male","L"
50405,"csp_7_7","fm4_1",FALSE,"59008","tact21",87,"EDU1-1","Female","L"
50406,"csp_6_7","fm3_2",FALSE,"59008","tact12",32,"EDU2","Male","L"
50412,"csp_8_5","fm3_2",FALSE,"59009","tact25",57,"EDU3","Male","T"
50414,"csp_7_2","fm4_4",FALSE,"59009","tact21",74,"EDU1-3","Male","T"
50417,"csp_4_7","fm4_1",FALSE,"59009","tact11",34,"EDU1-5","Female","T"
50420,"csp_3_8","fm4_1",FALSE,"59009","tact11",58,"EDU1-8","Male","T"
50421,"csp_5_2","fm4_3",FALSE,"59009","tact11",61,"EDU1-3","Female","T"
50422,"csp_8_5","fm3_2",FALSE,"59009","tact25",52,"EDU3","Male","T"
50424,"csp_4_7","fm1_1",FALSE,"59009","tact11",31,"EDU1-3","Male","L"
50426,"csp_6_8","fm4_4",FALSE,"59009","tact12",43,"EDU1-3","Male","L"
50427,"csp_3_7","fm4_1",FALSE,"59009","tact11",55,"EDU1-8","Female","L"
50429,"csp_7_8","fm1_2",FALSE,"59009","tact21",81,"EDU1-1","Female","T"
50431,"csp_8_4","fm4_1",TRUE,"59009","tact22",18,"EDU3","Male","T"
50434,"csp_8_4","fm4_4",TRUE,"59009","tact22",16,"EDU1-2","Male","T"
50436,"csp_3_4","fm4_1",FALSE,"59009","tact11",40,"EDU1-8","Female","T"
50437,"csp_8_5","fm4_1",TRUE,"59009","tact22",15,"EDU3","Female","T"
50438,"csp_6_7","fm4_2",FALSE,"59009","tact11",56,"EDU1-3","Male","L"
50439,"csp_3_7","fm4_1",FALSE,"59009","tact11",46,"EDU1-7","Female","T"
50440,"csp_4_6","fm4_1",FALSE,"59009","tact11",41,"EDU1-3","Male","L"
50442,"csp_3_7","fm4_3",FALSE,"59009","tact11",61,"EDU1-4","Female","L"
50443,"csp_4_6","fm4_1",FALSE,"59009","tact11",41,"EDU1-7","Female","L"
50445,"csp_4_7","fm4_1",FALSE,"59009","tact11",43,"EDU1-5","Male","T"
50447,"csp_5_6","fm4_1",FALSE,"59009","tact11",39,"EDU1-6","Female","L"
50448,"csp_8_4","fm4_4",TRUE,"59009","tact22",20,"EDU1-2","Male","T"
50449,"csp_8_4","fm3_2",TRUE,"59009","tact22",25,"EDU1-6","Female","T"
50450,"csp_5_4","fm4_1",FALSE,"59009","tact11",24,"EDU1-6","Female","T"
50454,"csp_4_3","fm3_2",FALSE,"59009","tact12",33,"EDU1-7","Female","T"
50456,"csp_4_7","fm4_1",FALSE,"59009","tact11",59,"EDU1-2","Male","L"
50457,"csp_6_7","fm1_2",FALSE,"59009","tact12",61,"EDU1-1","Female","T"
50460,"csp_5_6","fm4_2",FALSE,"59009","tact12",53,"EDU1-3","Female","T"
50462,"csp_4_3","fm1_2",FALSE,"59009","tact11",54,"EDU1-6","Female","L"
50464,"csp_4_2","fm4_1",FALSE,"59009","tact11",29,"EDU1-8","Female","L"
50465,"csp_7_5","fm1_2",FALSE,"59009","tact21",67,"EDU1-6","Female","L"
50466,"csp_6_2","fm3_2",FALSE,"59009","tact12",24,"EDU1-5","Male","L"
50467,"csp_8_6","fm4_3",FALSE,"59009","tact21",69,"EDU1-3","Female","T"
50468,"csp_6_3","fm4_1",FALSE,"59009","tact11",28,"EDU1-6","Female","L"
50471,"csp_5_3","fm4_1",FALSE,"59009","tact11",57,"EDU3","Male","T"
50475,"csp_6_7","fm4_1",FALSE,"59009","tact11",33,"EDU3","Female","L"
50476,"csp_4_7","fm4_1",FALSE,"59009","tact11",59,"EDU1-4","Male","L"
50477,"csp_6_8","fm4_1",FALSE,"59009","tact11",49,"EDU1-3","Male","T"
50478,"csp_7_5","fm4_1",FALSE,"59009","tact21",89,"EDU1-3","Female","T"
50479,"csp_4_2","fm4_1",FALSE,"59009","tact11",50,"EDU1-6","Male","L"
50481,"csp_4_2","fm1_2",FALSE,"59009","tact11",46,"EDU1-7","Female","T"
50484,"csp_7_7","fm4_4",FALSE,"59009","tact21",73,"EDU1-3","Male","T"
50488,"csp_6_7","fm4_1",FALSE,"59009","tact11",28,"EDU1-8","Male","L"
50494,"csp_4_3","fm4_1",FALSE,"59009","tact11",63,"EDU1-7","Female","T"
50498,"csp_7_7","fm4_4",FALSE,"59009","tact21",78,"EDU1-3","Female","T"
50499,"csp_4_7","fm4_4",FALSE,"59009","tact11",47,"EDU1-7","Male","L"
50501,"csp_7_4","fm4_4",FALSE,"59009","tact21",70,"EDU1-8","Male","T"
50505,"csp_5_3","fm4_1",FALSE,"59009","tact11",44,"EDU1-5","Male","T"
50506,"csp_3_7","fm4_1",FALSE,"59009","tact11",45,"EDU1-7","Female","T"
50511,"csp_7_8","fm1_1",FALSE,"59011","tact21",59,"EDU1-3","Male","L"
50514,"csp_8_4","fm1_1",TRUE,"59011","tact22",25,"EDU1-8","Male","T"
50515,"csp_8_5","fm2_0",FALSE,"59011","tact25",22,"EDU2","Male","T"
50516,"csp_8_6","fm4_4",FALSE,"59011","tact21",85,"EDU1-3","Female","T"
50519,"csp_3_8","fm1_1",FALSE,"59011","tact11",27,"EDU1-8","Male","L"
50520,"csp_5_5","fm4_1",FALSE,"59011","tact11",27,"EDU1-6","Female","L"
50521,"csp_5_5","fm4_1",FALSE,"59011","tact11",32,"EDU1-8","Female","T"
50522,"csp_5_6","fm4_1",FALSE,"59011","tact11",49,"EDU1-5","Female","T"
50524,"csp_5_5","fm4_2",TRUE,"59011","tact11",19,"EDU1-5","Female","T"
50525,"csp_8_1","fm4_1",FALSE,"59011","tact12",22,"EDU1-6","Female","L"
50526,"csp_7_5","fm4_4",FALSE,"59012","tact21",65,"EDU3","Female","L"
50527,"csp_5_2","fm4_1",FALSE,"59012","tact11",40,"EDU1-5","Female","L"
50528,"csp_7_8","fm4_4",FALSE,"59012","tact21",69,"EDU1-3","Male","T"
50529,"csp_8_4","fm4_1",TRUE,"59013","tact22",22,"EDU1-4","Male","L"
50530,"csp_4_6","fm4_1",FALSE,"59013","tact11",35,"EDU1-6","Female","T"
50531,"csp_8_4","fm4_1",TRUE,"59013","tact22",21,"EDU1-5","Female","T"
50537,"csp_8_6","fm4_4",FALSE,"59014","tact25",72,"EDU1-3","Female","T"
50539,"csp_7_7","fm4_4",FALSE,"59014","tact21",80,"EDU1-3","Female","T"
50544,"csp_7_8","fm4_2",FALSE,"59014","tact21",64,"EDU1","Female","T"
50548,"csp_7_4","fm4_4",FALSE,"59014","tact21",65,"EDU1-3","Male","T"
50557,"csp_4_6","fm1_2",TRUE,"59015","tact11",26,"EDU1-8","Female","T"
50560,"csp_3_1","fm4_1",FALSE,"59016","tact11",69,"EDU1-8","Male","T"
50561,"csp_6_3","fm4_4",FALSE,"59017","tact11",61,"EDU2","Male","T"
50563,"csp_8_4","fm1_1",TRUE,"59017","tact22",24,"EDU1-7","Male","T"
50571,"csp_4_6","fm4_1",TRUE,"59017","tact11",22,"EDU1-6","Male","T"
50572,"csp_7_2","fm1_2",FALSE,"59017","tact21",90,"EDU1-1","Female","T"
50576,"csp_3_7","fm4_2",FALSE,"59017","tact12",31,"EDU1-8","Female","T"
50577,"csp_7_2","fm4_4",FALSE,"59017","tact21",82,"EDU1-1","Female","T"
50578,"csp_2_1","fm4_2",FALSE,"59017","tact11",42,"EDU1-3","Male","T"
50580,"csp_4_6","fm2_0",FALSE,"59017","tact12",51,"EDU1-6","Female","T"
50581,"csp_6_3","fm4_2",FALSE,"59017","tact12",47,"EDU1-3","Female","L"
50584,"csp_3_4","fm4_1",FALSE,"59017","tact11",29,"EDU1-9","Female","T"
50585,"csp_6_2","fm4_1",FALSE,"59017","tact11",62,"EDU1-3","Female","L"
50587,"csp_6_2","fm4_1",FALSE,"59017","tact11",55,"EDU1-3","Male","L"
50589,"csp_8_5","fm4_4",FALSE,"59017","tact24",53,"EDU1-8","Female","T"
50592,"csp_7_8","fm3_1",FALSE,"59017","tact21",69,"EDU1-3","Male","T"
50593,"csp_8_5","fm4_4",FALSE,"59017","tact24",59,"EDU2","Female","T"
50595,"csp_2_2","fm4_1",FALSE,"59017","tact11",42,"EDU1-5","Female","T"
50597,"csp_4_7","fm4_1",FALSE,"59017","tact11",28,"EDU1-8","Male","L"
50598,"csp_6_3","fm4_3",FALSE,"59017","tact11",52,"EDU1-7","Female","L"
50600,"csp_5_2","fm4_1",FALSE,"59019","tact11",45,"EDU1-4","Female","L"
50603,"csp_4_3","fm1_1",FALSE,"59021","tact11",60,"EDU1-6","Male","L"
50604,"csp_8_4","fm4_4",TRUE,"59022","tact22",20,"EDU1-5","Male","T"
50605,"csp_3_7","fm4_1",FALSE,"59022","tact11",45,"EDU1-8","Female","T"
50606,"csp_7_7","fm4_3",FALSE,"59022","tact21",89,"EDU3","Female","T"
50607,"csp_7_8","fm4_2",FALSE,"59024","tact21",61,"EDU1","Female","L"
50609,"csp_7_2","fm1_2",FALSE,"59024","tact21",89,"EDU1-2","Female","T"
50611,"csp_8_5","fm1_1",FALSE,"59024","tact25",54,"EDU1","Male","T"
50613,"csp_5_6","fm3_2",FALSE,"59025","tact12",25,"EDU1-4","Male","L"
50615,"csp_7_8","fm4_4",FALSE,"59025","tact21",76,"EDU1-3","Female","T"
50620,"csp_8_4","fm4_2",TRUE,"59028","tact22",20,"EDU1-4","Female","T"
50622,"csp_8_4","fm4_1",TRUE,"59028","tact22",19,"EDU1-2","Male","L"
50627,"csp_4_6","fm4_2",TRUE,"59028","tact12",50,"EDU1-6","Female","T"
50628,"csp_7_5","fm1_1",FALSE,"59028","tact21",75,"EDU1-3","Male","T"
50632,"csp_6_8","fm1_1",FALSE,"59028","tact11",29,"EDU1-3","Male","L"
50633,"csp_6_4","fm1_1",FALSE,"59028","tact11",26,"EDU1-5","Male","T"
50634,"csp_8_4","fm4_4",TRUE,"59029","tact22",17,"EDU1-2","Female","T"
50635,"csp_8_4","fm1_1",TRUE,"59029","tact22",24,"EDU1-7","Male","T"
50636,"csp_8_6","fm1_2",FALSE,"59029","tact24",67,"EDU3","Female","T"
50639,"csp_7_8","fm1_2",FALSE,"59029","tact21",80,"EDU1-1","Female","L"
50640,"csp_8_6","fm1_2",FALSE,"59031","tact21",83,"EDU2","Female","T"
50641,"csp_3_7","fm1_2",FALSE,"59031","tact12",34,"EDU1-8","Female","T"
50643,"csp_5_4","fm1_1",TRUE,"59032","tact11",22,"EDU1-6","Male","T"
50644,"csp_7_8","fm3_2",FALSE,"59032","tact21",98,"EDU1-3","Male","T"
50645,"csp_3_1","fm4_1",FALSE,"59032","tact11",37,"EDU1-6","Male","T"
50646,"csp_4_3","fm4_1",FALSE,"59032","tact11",59,"EDU1-5","Male","L"
50647,"csp_8_4","fm4_1",TRUE,"59032","tact22",18,"EDU1-4","Female","L"
50648,"csp_4_3","fm4_1",FALSE,"59032","tact11",47,"EDU1-5","Female","L"
50649,"csp_4_6","fm1_2",FALSE,"59032","tact12",29,"EDU1-7","Female","T"
50650,"csp_8_4","fm4_1",TRUE,"59032","tact22",23,"EDU1-4","Male","L"
50652,"csp_7_5","fm1_2",FALSE,"59033","tact21",96,"EDU2","Female","L"
50653,"csp_8_4","fm4_2",TRUE,"59033","tact22",15,"EDU2","Male","T"
50654,"csp_3_3","fm4_1",FALSE,"59033","tact11",31,"EDU1-8","Male","L"
50655,"csp_3_8","fm4_1",FALSE,"59033","tact11",38,"EDU1-6","Male","T"
50660,"csp_6_7","fm4_2",FALSE,"59034","tact12",37,"EDU1-7","Male","L"
50661,"csp_8_4","fm4_1",TRUE,"59034","tact22",16,"EDU3","Male","T"
50662,"csp_6_7","fm4_1",FALSE,"59035","tact11",38,"EDU1-2","Male","L"
50668,"csp_4_8","fm4_1",FALSE,"59036","tact11",47,"EDU1-5","Male","T"
50669,"csp_7_8","fm1_1",FALSE,"59036","tact21",63,"EDU1-5","Male","T"
50671,"csp_5_2","fm4_4",FALSE,"59036","tact12",47,"EDU1-3","Female","T"
50672,"csp_4_5","fm1_2",FALSE,"59036","tact11",34,"EDU1-8","Female","T"
50674,"csp_7_2","fm1_2",FALSE,"59037","tact21",86,"EDU1-1","Female","T"
50677,"csp_7_7","fm1_2",FALSE,"59037","tact21",87,"EDU1-1","Female","T"
50679,"csp_5_6","fm4_1",FALSE,"59038","tact11",49,"EDU2","Female","T"
50680,"csp_4_6","fm4_1",FALSE,"59038","tact11",59,"EDU1-2","Female","L"
50682,"csp_4_6","fm4_1",FALSE,"59041","tact11",47,"EDU1-6","Female","L"
50685,"csp_7_7","fm1_1",FALSE,"59042","tact21",74,"EDU1-3","Male","L"
50686,"csp_8_5","fm1_2",FALSE,"59042","tact25",22,"EDU1-3","Female","T"
50689,"csp_3_8","fm4_2",FALSE,"59043","tact11",58,"EDU1-8","Male","L"
50690,"csp_3_7","fm4_1",FALSE,"59043","tact11",46,"EDU1-4","Male","L"
50691,"csp_4_6","fm3_2",FALSE,"59043","tact11",58,"EDU1-4","Female","T"
50693,"csp_8_4","fm1_1",TRUE,"59043","tact22",25,"EDU1-8","Male","L"
50695,"csp_8_4","fm4_1",TRUE,"59043","tact22",18,"EDU1-4","Female","L"
50698,"csp_7_7","fm4_4",FALSE,"59043","tact21",65,"EDU1-2","Female","L"
50700,"csp_5_4","fm3_2",FALSE,"59043","tact11",39,"EDU1-4","Female","L"
50702,"csp_6_5","fm4_3",FALSE,"59043","tact12",26,"EDU1-5","Male","L"
50703,"csp_8_5","fm4_4",FALSE,"59043","tact25",27,"EDU1-3","Female","T"
50707,"csp_8_5","fm4_2",FALSE,"59044","tact25",55,"EDU1-4","Female","T"
50710,"csp_6_2","fm4_1",FALSE,"59044","tact11",55,"EDU3","Female","L"
50711,"csp_6_7","fm4_1",TRUE,"59045","tact11",18,"EDU3","Male","L"
50712,"csp_5_5","fm3_2",FALSE,"59046","tact11",43,"EDU1-5","Female","T"
50714,"csp_7_5","fm4_4",FALSE,"59046","tact21",64,"EDU1-6","Male","L"
50715,"csp_3_5","fm4_1",FALSE,"59046","tact11",51,"EDU1-6","Male","T"
50719,"csp_6_7","fm4_2",FALSE,"59051","tact12",52,"EDU1-3","Female","L"
50720,"csp_8_4","fm4_2",TRUE,"59051","tact22",24,"EDU1-5","Female","T"
50725,"csp_7_5","fm4_4",FALSE,"59052","tact21",69,"EDU1-3","Female","T"
50729,"csp_8_5","fm4_4",FALSE,"59053","tact25",58,"EDU1-2","Male","T"
50730,"csp_6_7","fm4_1",FALSE,"59054","tact11",43,"EDU1-3","Male","L"
50731,"csp_5_4","fm4_1",FALSE,"59056","tact11",55,"EDU1-6","Female","L"
50733,"csp_3_4","fm4_1",FALSE,"59058","tact11",35,"EDU1-7","Male","T"
50734,"csp_5_6","fm3_2",TRUE,"59058","tact11",23,"EDU1-3","Male","T"
50737,"csp_7_4","fm4_3",FALSE,"59063","tact21",71,"EDU1-9","Male","T"
50740,"csp_7_8","fm4_4",FALSE,"59065","tact21",87,"EDU1-3","Male","T"
50741,"csp_5_5","fm1_1",FALSE,"59067","tact12",29,"EDU1-3","Male","L"
50742,"csp_7_7","fm1_2",FALSE,"59067","tact21",90,"EDU1-3","Female","T"
50744,"csp_6_3","fm4_2",FALSE,"59067","tact11",55,"EDU3","Male","T"
50746,"csp_3_8","fm1_1",FALSE,"59067","tact11",30,"EDU1-8","Male","L"
50747,"csp_6_7","fm3_1",FALSE,"59067","tact11",57,"EDU1-3","Male","L"
50754,"csp_4_2","fm1_2",FALSE,"59068","tact11",41,"EDU1-6","Female","L"
50756,"csp_8_5","fm4_1",TRUE,"59068","tact22",16,"EDU3","Male","T"
50758,"csp_7_8","fm1_2",FALSE,"59068","tact21",88,"EDU1-1","Female","T"
50759,"csp_6_2","fm1_1",FALSE,"59069","tact11",43,"EDU1-5","Male","L"
50760,"csp_8_4","fm4_1",TRUE,"59069","tact22",16,"EDU1-2","Male","T"
50761,"csp_2_2","fm4_1",FALSE,"59069","tact11",35,"EDU1-3","Male","T"
50765,"csp_4_2","fm1_1",FALSE,"59076","tact11",47,"EDU1-6","Male","L"
50766,"csp_7_2","fm1_2",FALSE,"59078","tact21",86,"EDU1-1","Female","T"
50767,"csp_8_1","fm4_2",FALSE,"59079","tact12",66,"EDU1-2","Male","T"
50768,"csp_3_8","fm4_1",FALSE,"59079","tact11",33,"EDU1-8","Male","L"
50770,"csp_8_5","fm1_1",FALSE,"59079","tact25",52,"EDU1","Male","T"
50771,"csp_8_5","fm4_1",TRUE,"59079","tact22",15,"EDU3","Female","T"
50772,"csp_5_3","fm4_3",FALSE,"59079","tact12",59,"EDU1-1","Male","T"
50774,"csp_8_4","fm4_3",TRUE,"59079","tact22",29,"EDU1-7","Female","T"
50775,"csp_7_8","fm2_0",FALSE,"59080","tact21",61,"EDU1-1","Male","T"
50777,"csp_6_7","fm1_1",FALSE,"59080","tact11",47,"EDU1-3","Male","T"
50780,"csp_4_6","fm4_1",FALSE,"59081","tact11",51,"EDU1-3","Female","T"
50781,"csp_6_7","fm4_1",FALSE,"59082","tact11",21,"EDU1-3","Male","T"
50783,"csp_8_4","fm4_1",TRUE,"59084","tact22",19,"EDU1-2","Male","T"
50785,"csp_8_4","fm4_1",TRUE,"59086","tact22",22,"EDU1-4","Female","T"
50786,"csp_7_7","fm4_4",FALSE,"59086","tact21",60,"EDU1-3","Female","T"
50787,"csp_6_7","fm4_1",FALSE,"59086","tact11",39,"EDU1-3","Female","T"
50788,"csp_6_3","fm4_1",FALSE,"59087","tact11",46,"EDU1-5","Male","L"
50790,"csp_5_2","fm3_2",FALSE,"59088","tact11",20,"EDU1-3","Male","L"
50791,"csp_4_6","fm3_1",FALSE,"59088","tact11",49,"EDU1-6","Male","L"
50795,"csp_7_8","fm4_4",FALSE,"59090","tact21",72,"EDU1-3","Male","T"
50796,"csp_5_5","fm4_1",FALSE,"59090","tact11",24,"EDU1-3","Female","T"
50797,"csp_8_5","fm4_2",FALSE,"59090","tact24",48,"EDU3","Female","T"
50798,"csp_7_7","fm1_2",FALSE,"59090","tact21",75,"EDU1-3","Female","T"
50799,"csp_4_8","fm4_1",FALSE,"59090","tact11",62,"EDU1-3","Male","T"
50801,"csp_4_6","fm4_3",FALSE,"59090","tact11",61,"EDU1-4","Female","L"
50802,"csp_3_8","fm1_2",TRUE,"59090","tact11",25,"EDU1-6","Female","T"
50805,"csp_8_4","fm3_2",TRUE,"59092","tact22",17,"EDU1-2","Female","T"
50808,"csp_7_5","fm1_1",FALSE,"59094","tact21",66,"EDU1-4","Male","T"
50810,"csp_4_6","fm4_1",FALSE,"59094","tact11",38,"EDU1-2","Female","L"
50812,"csp_4_8","fm4_2",FALSE,"59094","tact11",54,"EDU3","Male","L"
50813,"csp_7_7","fm4_4",FALSE,"59094","tact21",72,"EDU1-3","Female","T"
50814,"csp_7_7","fm1_2",FALSE,"59094","tact21",72,"EDU1-1","Female","L"
50816,"csp_4_3","fm1_2",FALSE,"59094","tact11",28,"EDU1-3","Female","T"
50819,"csp_4_6","fm4_1",FALSE,"59096","tact11",49,"EDU1-3","Female","T"
50821,"csp_2_2","fm4_1",FALSE,"59097","tact11",54,"EDU1-3","Male","T"
50822,"csp_5_2","fm4_1",FALSE,"59098","tact11",32,"EDU1-3","Female","T"
50823,"csp_4_3","fm4_1",FALSE,"59098","tact11",29,"EDU1-3","Male","L"
50825,"csp_7_5","fm4_4",FALSE,"59099","tact21",77,"EDU1-7","Female","T"
50827,"csp_5_2","fm4_1",FALSE,"59099","tact11",49,"EDU1-3","Female","L"
50829,"csp_6_5","fm3_2",FALSE,"59100","tact12",25,"EDU1-2","Male","L"
50834,"csp_8_1","fm4_2",FALSE,"59104","tact12",28,"EDU1-4","Female","L"
50836,"csp_7_8","fm1_2",FALSE,"59104","tact21",65,"EDU1-3","Female","T"
50837,"csp_8_4","fm4_1",TRUE,"59104","tact22",18,"EDU1-2","Male","T"
50838,"csp_5_2","fm1_2",FALSE,"59104","tact11",50,"EDU1-3","Female","T"
50840,"csp_8_5","fm4_4",FALSE,"59105","tact22",15,"EDU3","Female","T"
50841,"csp_8_4","fm4_4",TRUE,"59105","tact22",20,"EDU1-2","Female","T"
50843,"csp_6_7","fm1_1",FALSE,"59106","tact11",30,"EDU1-6","Male","L"
50845,"csp_8_6","fm1_2",FALSE,"59107","tact21",85,"EDU2","Female","T"
50846,"csp_5_5","fm3_2",FALSE,"59107","tact12",34,"EDU2","Female","T"
50850,"csp_8_4","fm1_1",TRUE,"59107","tact22",23,"EDU1-4","Male","T"
50854,"csp_4_2","fm4_3",FALSE,"59109","tact11",57,"EDU1-4","Female","L"
50855,"csp_5_6","fm4_2",FALSE,"59110","tact11",25,"EDU1-4","Male","L"
50856,"csp_6_7","fm3_2",TRUE,"59110","tact11",16,"EDU1-2","Male","L"
50860,"csp_7_7","fm4_4",FALSE,"59112","tact21",67,"EDU1-3","Female","T"
50861,"csp_7_5","fm1_2",FALSE,"59112","tact21",73,"EDU1-4","Female","T"
50863,"csp_8_5","fm4_2",FALSE,"59112","tact24",60,"EDU1","Female","T"
50864,"csp_7_2","fm4_3",FALSE,"59112","tact21",67,"EDU1-8","Male","T"
50865,"csp_8_4","fm1_2",TRUE,"59112","tact22",27,"EDU1-6","Female","T"
50867,"csp_8_4","fm4_3",TRUE,"59112","tact22",23,"EDU1-4","Female","T"
50868,"csp_8_4","fm1_1",TRUE,"59112","tact22",23,"EDU1-4","Male","L"
50869,"csp_6_5","fm4_1",FALSE,"59112","tact11",25,"EDU1-5","Male","L"
50870,"csp_4_3","fm1_1",FALSE,"59112","tact12",35,"EDU3","Male","L"
50872,"csp_7_8","fm4_4",FALSE,"59112","tact21",63,"EDU1-3","Female","T"
50878,"csp_6_8","fm4_1",FALSE,"59112","tact11",43,"EDU1-3","Male","L"
50879,"csp_2_2","fm4_1",FALSE,"59112","tact11",35,"EDU1-7","Male","T"
50880,"csp_5_2","fm3_2",FALSE,"59112","tact11",20,"EDU1-4","Female","L"
50882,"csp_5_5","fm1_2",FALSE,"59112","tact11",53,"EDU1-5","Female","T"
50883,"csp_8_4","fm3_2",TRUE,"59112","tact22",16,"EDU1-2","Male","L"
50884,"csp_3_7","fm4_1",FALSE,"59113","tact11",53,"EDU1-6","Male","T"
50887,"csp_7_8","fm4_4",FALSE,"59114","tact21",79,"EDU1-1","Male","T"
50890,"csp_8_4","fm3_1",TRUE,"59117","tact22",21,"EDU1-7","Female","T"
50891,"csp_8_4","fm4_2",TRUE,"59118","tact22",17,"EDU1-1","Female","T"
50898,"csp_2_2","fm4_1",FALSE,"59122","tact11",52,"EDU1-6","Female","T"
50904,"csp_7_2","fm4_4",FALSE,"59122","tact21",85,"EDU1-2","Male","T"
50905,"csp_7_2","fm4_4",FALSE,"59122","tact21",64,"EDU1-1","Female","T"
50907,"csp_4_7","fm3_2",FALSE,"59122","tact11",58,"EDU1-2","Female","T"
50909,"csp_3_4","fm4_1",FALSE,"59122","tact11",47,"EDU1-7","Female","T"
50910,"csp_4_6","fm4_1",FALSE,"59122","tact11",57,"EDU1-4","Female","T"
50913,"csp_7_7","fm4_4",FALSE,"59122","tact21",71,"EDU1-5","Female","T"
50914,"csp_7_7","fm4_2",FALSE,"59122","tact21",65,"EDU1-2","Male","T"
50917,"csp_6_7","fm3_2",FALSE,"59122","tact12",43,"EDU1-3","Female","T"
50920,"csp_8_5","fm1_1",FALSE,"59122","tact25",50,"EDU1-6","Male","T"
50922,"csp_7_1","fm4_1",FALSE,"59122","tact21",79,"EDU2","Female","L"
50923,"csp_7_8","fm4_3",FALSE,"59122","tact21",68,"EDU1-1","Male","L"
50924,"csp_8_4","fm3_2",TRUE,"59122","tact22",18,"EDU1-2","Female","T"
50926,"csp_6_5","fm4_2",FALSE,"59122","tact11",48,"EDU1-3","Male","L"
50928,"csp_4_7","fm1_1",FALSE,"59122","tact12",31,"EDU1-5","Male","T"
50930,"csp_5_6","fm1_2",FALSE,"59122","tact11",52,"EDU3","Female","T"
50931,"csp_5_5","fm4_1",FALSE,"59122","tact11",28,"EDU1-7","Female","T"
50932,"csp_8_5","fm4_3",TRUE,"59122","tact25",20,"EDU1-2","Female","T"
50934,"csp_4_2","fm4_1",FALSE,"59122","tact11",36,"EDU1-6","Male","T"
50935,"csp_7_7","fm4_4",FALSE,"59122","tact21",68,"EDU1-2","Male","T"
50936,"csp_2_2","fm4_2",FALSE,"59122","tact11",34,"EDU1-3","Male","T"
50937,"csp_8_5","fm1_2",FALSE,"59122","tact24",25,"EDU2","Female","T"
50939,"csp_8_4","fm4_2",TRUE,"59122","tact22",27,"EDU1-7","Female","T"
50940,"csp_7_5","fm4_4",FALSE,"59122","tact21",76,"EDU1-4","Female","T"
50944,"csp_2_2","fm4_1",FALSE,"59122","tact11",59,"EDU3","Female","T"
50945,"csp_7_7","fm1_2",FALSE,"59122","tact21",85,"EDU2","Female","L"
50949,"csp_8_4","fm4_1",TRUE,"59123","tact22",17,"EDU3","Female","T"
50952,"csp_5_2","fm4_1",FALSE,"59126","tact11",58,"EDU1-2","Female","T"
50955,"csp_4_3","fm3_1",FALSE,"59128","tact11",56,"EDU1-8","Female","T"
50956,"csp_7_7","fm4_4",FALSE,"59128","tact21",72,"EDU1-1","Female","T"
50957,"csp_4_6","fm4_1",FALSE,"59128","tact11",43,"EDU1-6","Male","L"
50960,"csp_4_5","fm4_1",FALSE,"59128","tact11",55,"EDU1-7","Male","T"
50961,"csp_7_8","fm1_2",FALSE,"59129","tact21",64,"EDU1-1","Female","L"
50962,"csp_7_7","fm4_4",FALSE,"59129","tact21",73,"EDU1-1","Female","T"
50964,"csp_4_8","fm3_1",FALSE,"59130","tact11",52,"EDU1-3","Male","T"
50965,"csp_4_2","fm4_1",FALSE,"59130","tact11",39,"EDU1-5","Female","T"
50967,"csp_4_6","fm4_1",FALSE,"59131","tact11",40,"EDU1-4","Male","L"
50968,"csp_3_7","fm4_2",FALSE,"59131","tact11",56,"EDU1-8","Male","T"
50969,"csp_4_7","fm2_0",FALSE,"59131","tact11",27,"EDU1-7","Male","T"
50970,"csp_3_7","fm4_1",FALSE,"59131","tact11",32,"EDU1-8","Female","T"
50971,"csp_5_2","fm4_1",TRUE,"59131","tact11",22,"EDU1-3","Female","T"
50972,"csp_3_8","fm4_1",FALSE,"59131","tact11",26,"EDU1-8","Male","T"
50973,"csp_5_2","fm4_1",FALSE,"59131","tact11",48,"EDU1-4","Male","L"
50974,"csp_3_8","fm4_4",FALSE,"59131","tact12",63,"EDU1-6","Male","T"
50975,"csp_7_5","fm4_4",FALSE,"59131","tact21",67,"EDU1-8","Male","L"
