Unique_id,activity_sector,Former_dep,Job_dep,job_desc,Contract_type,Job_category,JOB_CONDITION,COMPANY_CATEGORY,working_hours,EMPLOYEE_COUNT
48100,"QB","85","85","526d","CDI","O","P","ct_8",1274,"tr_4"
48111,"QB","42","42","434d","CDI","O","C","ct_8",1598,"tr_3"
48115,"QA","01","01","526a","CDI","O","P","ct_8",855,"tr_5"
48118,"FZ","72","72","633a","CDI","O","C","ct_9",1669,"tr_4"
48122,"GZ","2B","2B","462c","CDI","O","C","ct_9",1983,"tr_1"
48137,"TZ","58","58","563c","CDI","O","P",NA,673,NA
48155,"EZ","26","26","684b","CDI","O","C","ct_9",1820,"tr_4"
48157,"CC","92","92","462e","CDI","O","P","ct_9",1656,"tr_3"
48159,"CE","46","46","674a","CDI","O","C","ct_9",1467,"tr_4"
48161,"OZ","51","51","479b","CDI","O","C","ct_1",1820,"tr_5"
48162,"CK","85","85","483a","CDI","O","C","ct_9",1739,"tr_5"
48166,"QA","86","86","526a","CDI","O","C","ct_9",1908,"tr_5"
48167,"SZ","25","25","542a","CDI","O","P","ct_8",772,"tr_1"
48172,"RZ","83","83","655a","CDI","O","C","ct_9",1716,"tr_2"
48174,"GZ","94","75","653a","CDI","O","C","ct_9",1186,"tr_5"
48176,"OZ","84","84","524c","AUT","X","C","ct_2",1754,"tr_5"
48188,"PZ","14","14","423b","CDI","O","P","ct_9",375,"tr_1"
48190,"SZ","13","13","562b","CDI","O","C","ct_9",1820,"tr_1"
48197,"RZ","57","57","424a","CDI","O","C","ct_9",426,"tr_1"
48211,"QA","78","78","526a","CDI","O","C","ct_9",3000,"tr_6"
48212,"MC","91","91","464b","CDI","O","C","ct_9",1820,"tr_2"
48221,"TZ","92","92","563c","CDI","O","C",NA,270,NA
48231,"NZ","72","72","676c","TTP","O","C","ct_9",425,"tr_1"
48238,"GZ","48","48","554b","CDI","O","C","ct_9",1933,"tr_1"
48249,"QB","29","29","685a","AUT","X","P","ct_8",774,"tr_4"
48250,"CI","78","92","624c","CDI","O","C","ct_9",1834,"tr_5"
48266,"QA","32","82","526a","CDI","O","P","ct_9",1456,"tr_6"
48269,"MA","59","59","372b","CDI","O","C","ct_9",1669,"tr_6"
48290,"QA","92","92","526a","CDI","O","C","ct_3",1820,"tr_6"
48291,"QA","2A","2A","526a","CDI","O","C","ct_9",1820,"tr_5"
48301,"QB","91","91","434a","CDI","O","C","ct_8",1820,"tr_2"
48302,"MC","72","92","691e","CDI","O","C","ct_9",1967,"tr_5"
48303,"GZ","91","91","554b","CDI","O","C","ct_9",1708,"tr_6"
48306,"CB","31","31","623e","CDI","O","C","ct_9",619,"tr_2"
48311,"FZ","94","75","632e","CDI","O","C","ct_9",1688,"tr_2"
48317,"EZ","93","93","684b","CDI","O","C","ct_9",327,"tr_5"
48318,"QA","26","26","525d","CDI","O","C","ct_9",685,"tr_5"
48322,"NZ","03","03","546b","CDI","O","C","ct_8",819,"tr_2"
48327,"GZ","94","94","551a","CDI","O","C","ct_9",1583,"tr_4"
48338,"CA","43","43","625d","CDI","O","C","ct_9",2188,"tr_3"
48346,"GZ","92","92","462a","CDI","O","N","ct_9",1820,"tr_1"
48354,"HZ","35","35","333c","CDI","O","C","ct_9",1820,"tr_6"
48367,"MA","77","77","373c","CDI","O","P","ct_9",1746,"tr_2"
48369,"QB","95","95","632k","CDI","O","C","ct_8",168,"tr_4"
48378,"FZ","33","33","681b","CDI","O","C","ct_9",379,"tr_3"
48409,"QA","66","66","526e","CDI","O","C","ct_8",407,"tr_5"
48436,"SZ","29","29","564b","CDD","O","C",NA,427,NA
48441,"NZ","85","85","691e","TOA","O","C","ct_8",361,"tr_2"
48443,"HZ","29","29","641b","CDI","O","C","ct_9",1732,"tr_6"
48461,"OZ","69","69","523c","AUT","O","C","ct_2",1820,"tr_6"
48464,"DZ","06","06","485a","CDI","O","C","ct_9",1890,"tr_3"
48470,"OZ",NA,NA,"524c","CDI","O","C","ct_2",1796,"tr_6"
48473,"TZ","70","70","563c","CDI","O","C",NA,177,NA
48474,"QB","53","61","526a","CDI","O","C","ct_8",1820,"tr_4"
48499,"NZ","69","69","684a","CDI","O","P","ct_9",155,"tr_6"
48503,"NZ","01","01","676a","TTP","O","N","ct_9",337,"tr_1"
48508,"KZ","17","17","461b","CDI","O","C","ct_9",1662,"tr_5"
48513,"PZ",NA,NA,"525b","CDI","O","P","ct_8",1014,"tr_4"
48521,"CA",NA,NA,"674c","CDI","O","C","ct_9",1955,"tr_4"
48529,"CI","61","61","482a","CDI","O","C","ct_9",1508,"tr_5"
48535,"MC","95","59","543h","CDD","O","N","ct_9",526,"tr_5"
48538,"CI","31","31","384a","CDI","O","C","ct_9",1820,"tr_5"
48556,"NZ","37","37","487a","CDI","O","C","ct_9",1582,"tr_2"
48583,"NZ","93","93","684a","CDI","O","C",NA,176,"tr_1"
48605,"SZ","06","06","636d","CDI","O","C","ct_8",1204,"tr_3"
48607,"QB","46","46","525d","CDI","O","C","ct_8",1810,"tr_4"
48615,"OZ",NA,NA,"621f","CDI","O","C","ct_2",1819,"tr_6"
48618,"KZ","12","12","545c","CDI","O","C","ct_8",1820,"tr_6"
48630,"NZ","95","92","461d","CDI","O","C","ct_9",1808,"tr_6"
48633,"FZ","83","83","621c","CDI","O","C","ct_9",627,"tr_3"
48666,"QB","45","45","563a","CDI","O","N","ct_7",3000,"tr_1"
48705,"QB","76","76","525b","CDI","O","C","ct_8",747,"tr_3"
48717,"FZ","95","77","481b","CDI","O","C","ct_9",1533,"tr_1"
48729,"HZ","45","45","676c","CDI","O","C","ct_9",1844,"tr_3"
48733,"QB","44","44","434a","CDI","O","C","ct_8",1820,"tr_2"
48738,"PZ","18","18","421b","CDI","O","P","ct_8",910,"tr_3"
48765,"SZ","11","11","553c","TOA","O","P","ct_6",156,"tr_1"
48768,"OZ",NA,NA,"524c","CDI","O","C","ct_2",1827,"tr_6"
48793,"CC","44","44","653a","CDI","O","P","ct_9",1374,"tr_5"
48803,"KZ","72","75","533c","CDI","O","C","ct_5",1824,"tr_6"
48804,"MA","93","75","472a","CDI","O","C","ct_9",1208,"tr_6"
48809,"HZ","93","93","652a","CDI","O","C","ct_9",1669,"tr_5"
48815,"OZ","49","49","335a","AUT","O","N","ct_2",NA,"tr_5"
48830,"CA","56","29","625d","CDI","O","C","ct_9",582,"tr_6"
48836,"NZ","70","70","684a","CDI","O","C","ct_9",1648,"tr_4"
48844,"NZ","93","93","534a","CDI","O","C",NA,152,"tr_1"
48848,"CG","60","60","626b","CDI","O","C","ct_9",1761,"tr_6"
48854,"GZ","45","45","543b","CDI","O","C","ct_9",1916,"tr_5"
48866,"MB","77","75","451e","CDI","O","C","ct_1",1820,"tr_5"
48868,"HZ","83","06","373d","CDI","O","C","ct_9",2011,"tr_1"
48878,"CA","45","45","623a","CDI","O","C","ct_9",1820,"tr_5"
48903,"NZ","24","24","691e","CDI","O","C","ct_8",1608,"tr_3"
48911,"GZ","83","83","652a","CDI","O","C","ct_9",665,"tr_6"
48933,"MC","76","76","542a","CDI","O","C",NA,514,NA
48936,"OZ","59","59","451g","CDI","O","C",NA,152,NA
48938,"CC","38","38","675b","CDI","O","P","ct_9",1019,"tr_1"
48943,"QA","92","92","344b","CDI","O","C","ct_8",1577,"tr_1"
48947,"KZ","63","63","545c","CDI","O","P","ct_6",560,"tr_1"
48950,"NZ","73","74","684a","CDI","O","C",NA,295,"tr_0"
48951,"QB","10","10","563b","CDD","O","P","ct_2",204,"tr_4"
48979,"PZ","56","56","525b","CDI","O","C","ct_8",1663,"tr_3"
48982,"TZ","64","64","563c","CDI","O","N","ct_7",1086,"tr_1"
49004,"GZ","26","26","554c","CDI","O","C","ct_9",699,"tr_5"
49011,"FZ","76","76","632a","CDI","O","C","ct_9",142,"tr_1"
49016,"NZ","93","95","684a","CDI","O","C","ct_9",1669,"tr_6"
49017,"GZ","33","33","551a","CDI","O","C","ct_9",1836,"tr_6"
49019,"GZ","60","77","461c","CDI","O","C","ct_9",1785,"tr_3"
49028,"NZ","01","01","631a","CDI","O","C","ct_9",1471,"tr_3"
49035,"CG","85","85","474b","CDI","O","C","ct_9",1888,"tr_6"
49036,"QA","78","78","526c","CDI","O","C","ct_9",1881,"tr_6"
49042,"OZ","94","94","524c","CDI","O","P",NA,149,NA
49049,"QA","91","91","525d","CDI","O","C","ct_8",1820,"tr_6"
49053,"QB","85","85","526d","CDI","O","P","ct_8",1274,"tr_4"
49054,"QA","64","64","525d","CDI","O","C","ct_9",783,"tr_4"
49069,"HZ","25","25","461c","AUT","O","N","ct_9",1279,"tr_4"
49075,"FZ","93","77","676a","CDI","O","C","ct_9",1645,"tr_3"
49083,"QB","69","69","543h","CDI","O","C","ct_8",1803,"tr_1"
49107,"QB","78","92","434f","CDI","O","C","ct_8",1630,"tr_5"
49110,"NZ","78","91","534a","CDI","O","C","ct_9",1784,"tr_6"
49119,"CG","26","26","625c","CDI","O","C","ct_9",1577,"tr_3"
49120,"QB","65","65","524a","CDI","O","C","ct_2",2275,"tr_5"
49129,"NZ","85","85","477b","TTP","O","C","ct_9",708,"tr_1"
49130,"QA","92","92","542a","CDI","O","C","ct_9",2378,"tr_1"
49142,"NZ","94","94","684a","CDI","O","C","ct_9",2200,"tr_4"
49146,"QB","57","57","684a","CDI","O","P",NA,152,NA
49156,"NZ","33","93","684a","CDI","O","P","ct_9",1183,"tr_6"
49167,"QA","28","28","525d","CDI","O","C","ct_9",1062,"tr_4"
49168,"PZ","62","62","525a","AUT","X","P","ct_8",599,"tr_3"
49178,"IZ","93","75","525d","CDI","O","P","ct_9",294,"tr_4"
49180,"SZ","80","80","632k","CDI","O","C","ct_4",1848,"tr_4"
49196,"QB","31","31","525d","CDI","O","C","ct_8",1266,"tr_4"
49216,"PZ","92","75","525b","CDI","O","P","ct_8",485,"tr_5"
49218,"QB","62","62","563b","CDI","O","P","ct_8",602,"tr_6"
49233,"FZ","37","37","472c","CDI","O","P","ct_9",1248,"tr_1"
49250,"QB","95","95","526d","CDI","O","C","ct_8",1883,"tr_4"
49253,"QB","07","07","563a","CDI","O","N","ct_7",580,"tr_1"
49263,"HZ","94","93","534a","CDI","O","C","ct_9",1358,"tr_2"
49267,"CC","68","68","675c","CDI","O","C","ct_9",956,"tr_5"
49304,"PZ","35","35","423b","CDI","O","C","ct_9",767,"tr_5"
49317,"MB","06","92","484a","CDI","O","C","ct_9",1527,"tr_6"
49320,"QA","67","67","526a","CDI","O","C","ct_8",1984,"tr_6"
49325,"QB","59","59","563a","AUT","O","C","ct_2",1820,"tr_6"
49331,"GZ","02","02","554a","CDI","O","C","ct_9",1262,"tr_4"
49338,"MA","04","04","479b","CDI","O","C","ct_9",1506,"tr_2"
49345,"QB",NA,NA,"526d","CDI","O","C","ct_8",1471,"tr_4"
49358,"QA","69","69","433c","CDI","O","C","ct_9",1596,"tr_1"
49360,"PZ","24","87","524b","CDI","O","N",NA,141,NA
49374,"JB","24","24","478d","AUT","O","P","ct_9",1044,"tr_3"
49383,"OZ","45","45","461f","CDI","O","C","ct_1",1820,"tr_3"
49415,"GZ","93","94","553c","CDI","O","P","ct_9",138,"tr_1"
49422,"CK","67","67","383c","CDI","O","P","ct_9",1456,"tr_1"
49423,"HZ","62","62","652a","CDI","O","C","ct_9",614,"tr_6"
49431,"QB","71","71","636d","CDI","O","C","ct_8",1820,"tr_3"
49436,"QB","63","63","525d","CDI","O","C","ct_8",2390,"tr_3"
49445,"QB","77","77","563a","CDI","O","N","ct_7",3000,"tr_1"
49453,"CA",NA,NA,"636c","CDI","O","C","ct_6",1629,"tr_1"
49460,"GZ","56","56","543c","CDI","O","P","ct_6",1248,"tr_1"
49469,"HZ","44","76","655a","CDI","O","C","ct_9",1868,"tr_3"
49471,"GZ","59","59","676c","CDI","O","C","ct_9",1766,"tr_5"
49475,"KZ","13","13","684a","CDI","O","C","ct_9",1821,"tr_1"
49481,"NZ","80","80","676c","CDI","O","C","ct_9",1157,"tr_5"
49490,"QA","30","34","525d","CDI","O","C","ct_9",152,"tr_6"
49491,"QB","18","18","563a","CDI","O","N","ct_7",3000,"tr_1"
49499,"NZ","54","54","624c","TTP","O","N","ct_9",758,"tr_1"
49516,"QB","28","28","563b","CDI","O","C",NA,549,NA
49523,"QB","08","08","676e","AUT","O","C","ct_8",1799,"tr_4"
49530,"FZ","37","37","624d","CDI","O","P","ct_9",379,"tr_1"
49537,"MA","32","32","543b","CDI","O","P","ct_8",1456,"tr_2"
49543,"PZ","75","92","341a","CDI","O","P","ct_8",1219,"tr_3"
49546,"OZ","39","39","461d","CDI","O","C","ct_8",1287,"tr_3"
49559,"CI","53","53","625c","CDI","O","C","ct_9",1822,"tr_1"
49566,"MA","93","75","684a","CDI","O","C","ct_9",1897,"tr_1"
49572,"QB","91","91","526a","CDI","O","C","ct_9",1723,"tr_4"
49596,"QA","17","17","433a","CDI","O","C","ct_9",1346,"tr_3"
49605,"QB","66","66","563b","CDI","O","P","ct_9",962,"tr_3"
49613,"CI","68","68","474c","CDI","O","C","ct_9",1827,"tr_6"
49614,"JB","75","94","372a","CDI","O","C","ct_9",448,"tr_6"
49619,"CL","80","60","676e","CDI","O","C","ct_9",1930,"tr_5"
49627,"NZ","35","35","684a","CDI","O","P","ct_9",1929,"tr_6"
49635,"QA","69","69","526a","CDI","O","C","ct_8",1820,"tr_6"
49640,"NZ","02","02","684a","CDI","O","P","ct_9",1031,"tr_3"
49656,"QB","56","56","563a","CDI","O","N","ct_7",3000,"tr_1"
49661,"BZ","74","74","641a","CDI","O","C","ct_9",1650,"tr_3"
49675,"NZ","59","59","534a","CDI","O","C","ct_9",1820,"tr_6"
49681,"HZ","83","83","451a","CDI","O","C","ct_9",1822,"tr_3"
49692,"KZ","25","25","467b","CDI","O","C","ct_9",1820,"tr_4"
49697,"HZ","47","47","641b","CDI","O","P","ct_9",538,"tr_4"
49698,"QB","37","37","563b","CDI","O","N","ct_7",1832,"tr_1"
49702,"FZ","67","67","634b","CDI","O","C","ct_9",1756,"tr_3"
49707,"IZ","13","13","488b","CDI","O","C","ct_9",526,"tr_0"
49709,"GZ","69","69","543g","CDI","O","C","ct_9",1442,"tr_4"
49711,"TZ","95","95","563c","CDI","O","C",NA,170,NA
49722,"QA","30","30","431f","CDI","O","C",NA,149,NA
49725,"EZ","95","95","651b","CDI","O","C","ct_9",1690,"tr_4"
49750,"HZ","76","54","534a","CDI","O","N","ct_9",1051,"tr_5"
49751,"CM","95","91","637b","CDI","O","C","ct_9",1742,"tr_2"
49760,"QB","94","94","525d","CDI","O","C","ct_8",1820,"tr_4"
49769,"FZ","56","56","542a","CDI","O","P","ct_6",1420,"tr_1"
49772,"HZ","34","34","641b","AUT","O","C",NA,462,NA
49814,"IZ","40","40","637d","CDI","O","C","ct_9",1251,"tr_3"
49815,"FZ","93","93","632j","CDD","O","C","ct_9",566,"tr_1"
49816,"TZ","76","76","563c","CDI","O","N","ct_7",1356,"tr_1"
49820,"KZ","38","73","542a","CDI","O","C","ct_9",1761,"tr_1"
49831,"GZ","38","69","643a","CDI","O","C","ct_9",452,"tr_5"
49841,"GZ","60","95","543b","CDI","O","C","ct_9",1301,"tr_3"
49843,"PZ","25","25","423b","CDI","O","P","ct_9",844,"tr_1"
49844,"MA","75","75","684a","CDI","O","P","ct_9",413,"tr_3"
49854,"QA","33","33","523d","AUT","O","P","ct_3",1382,"tr_6"
49884,"EZ","91","91","644a","CDI","O","C","ct_9",1820,"tr_5"
49936,"OZ",NA,NA,"621f","CDI","O","C","ct_2",1820,"tr_6"
49943,"OZ","65","65","523b","AUT","O","C","ct_1",1820,"tr_6"
49970,"GZ","93","75","554e","CDI","O","C","ct_9",1229,"tr_4"
49972,"TZ","32","32","563c","CDI","O","C",NA,435,NA
49985,"CB","59","59","652a","CDI","O","C","ct_9",1049,"tr_6"
49993,"HZ","35","35","526e","CDI","O","C","ct_9",1599,"tr_2"
49998,"PZ","94","94","541b","CDI","O","C","ct_8",1495,"tr_6"
50000,"QB","77","77","526a","CDI","O","C","ct_8",1528,"tr_3"
50005,"HZ","93","94","333c","CDI","O","C","ct_9",1820,"tr_6"
50006,"PZ","45","75","423b","CDI","O","C","ct_8",1820,"tr_3"
50023,"HZ","47","54","534a","AUT","O","N","ct_9",1096,"tr_5"
50040,"PZ","75","75","423b","CDI","O","C","ct_9",1127,"tr_3"
50055,"GZ","45","45","556a","CDI","O","C","ct_9",731,"tr_1"
50073,"GZ","13","13","551a","CDI","O","C","ct_9",1752,"tr_6"
50076,"GZ","71","77","552a","CDI","O","C","ct_9",1281,"tr_6"
50097,"QB","57","57","525d","CDI","O","P","ct_8",1296,"tr_4"
50098,"CG","40","33","641a","CDI","O","C","ct_9",1965,"tr_1"
50103,"NZ","95","77","534a","CDI","O","C","ct_9",604,"tr_6"
50115,"CA","04","04","636c","CDI","O","C","ct_9",1637,"tr_2"
50121,"QA","24","24","542a","CDI","O","C","ct_6",1859,"tr_0"
50124,"PZ","78","78","422c","CDI","O","P","ct_8",1177,"tr_5"
50125,"FZ","57","57","681b","CDI","O","C","ct_9",1423,"tr_1"
50127,"FZ","30","13","633a","CDI","O","C","ct_9",1820,"tr_3"
50130,"CM","74","74","676c","CDI","O","C","ct_9",423,"tr_2"
50140,"QA","34","34","525d","CDI","O","P","ct_8",986,"tr_6"
50147,"HZ","59","59","653a","CDI","O","C","ct_9",1889,"tr_5"
50154,"GZ","56","56","676c","CDD","O","C","ct_9",1742,"tr_6"
50159,"QA","31","31","526b","CDI","O","P","ct_9",355,"tr_3"
50161,"GZ","40","40","344d","CDI","O","C","ct_9",1564,"tr_2"
50174,"GZ","57","57","542a","CDI","O","P","ct_9",517,"tr_2"
50193,"NZ","93","93","534a","CDI","O","C",NA,152,"tr_1"
50195,"PZ","59","62","423b","CDI","O","C","ct_9",1466,"tr_3"
50196,"IZ","54","54","468a","CDI","O","C","ct_9",1307,"tr_5"
50230,"OZ","52","52","545d","CDI","O","C","ct_8",2040,"tr_4"
50245,"QB","67","67","525c","CDI","O","P","ct_8",1329,"tr_2"
50249,"OZ","80","80","332b","CDI","O","P","ct_4",1637,"tr_5"
50252,"GZ","64","64","554e","CDI","O","P","ct_9",842,"tr_1"
50253,"TZ","60","60","563c","CDI","O","C",NA,610,NA
50269,"HZ","83","83","543g","CDI","O","C","ct_9",1579,"tr_6"
50270,"GZ","79","79","462b","CDI","O","C","ct_9",1964,"tr_2"
50272,"CC","06","06","676e","CDI","O","C","ct_9",749,"tr_1"
50274,"HZ","62","62","652a","CDI","O","C","ct_9",1368,"tr_5"
50280,"KZ","60","60","545a","CDI","O","P","ct_5",1460,"tr_2"
50283,"PZ","75","75","424a","CDI","O","C",NA,373,NA
50294,"MA","56","56","373c","CDI","O","C","ct_9",229,"tr_1"
50298,"FZ","16","16","481a","CDI","O","C","ct_9",1652,"tr_3"
50303,"PZ","92","92","461d","CDI","O","C","ct_9",1618,"tr_2"
50314,"OZ","74","74","621f","AUT","O","C","ct_2",1820,"tr_6"
50320,"OZ","75","75","464b","AUT","O","P","ct_1",1547,"tr_6"
50327,"QB","38","38","526a","CDI","O","P","ct_8",759,"tr_4"
50332,"QB","01","01","526d","CDI","O","C","ct_8",1820,"tr_3"
50338,"FZ","62","62","382c","CDI","O","C","ct_9",1820,"tr_5"
50340,"PZ","44","44","341a","CDI","O","C","ct_8",1820,"tr_4"
50354,"CA","14","14","674c","CDI","O","C","ct_9",1820,"tr_5"
50371,"QB","92","92","526a","CDI","O","C","ct_8",1612,"tr_4"
50377,"HZ","57","57","466c","CDI","O","C","ct_9",1738,"tr_2"
50380,"NZ","22","22","684a","CDI","O","P","ct_9",889,"tr_5"
50391,"MC","66","66","433a","CDI","O","C","ct_9",1950,"tr_1"
50405,"QB",NA,"06","526d","CDI","O","C","ct_9",1741,"tr_3"
50429,"NZ","44","44","684a","CDI","O","C","ct_9",1204,"tr_4"
50465,"KZ","73","73","467a","CDI","O","P","ct_9",1413,"tr_1"
50478,"SZ","92","92","441a","CDI","O","P","ct_9",930,"tr_1"
50484,"GZ","94","94","556a","CDI","O","C","ct_9",1618,"tr_2"
50498,"QB","26","26","526a","CDI","O","C","ct_9",1549,"tr_4"
50501,"HZ","35","35","333c","CDI","O","C","ct_9",1820,"tr_6"
50511,"HZ","27","27","653a","CDI","O","C","ct_9",1911,"tr_6"
50526,"SZ","78","95","422d","CDI","O","C","ct_8",1820,"tr_5"
50528,"MC","77","75","676a","CDI","O","C","ct_9",1796,"tr_1"
50539,"QB","57","57","563a","CDI","O","C",NA,286,NA
50544,"QA","59","59","684a","CDI","O","P",NA,378,NA
50548,"QA","75","93","344a","CDI","O","C","ct_3",1820,"tr_6"
50592,"FZ","33","33","632d","CDI","O","C","ct_9",1421,"tr_1"
50606,"QB","83","83","563b","CDI","O","N","ct_7",728,"tr_1"
50607,"NZ","31","31","684a","CDI","O","P","ct_9",1005,"tr_4"
50615,"NZ","75","93","676a","CDI","O","C","ct_9",1827,"tr_6"
50628,"EZ","39","39","461f","CDI","O","C","ct_9",1548,"tr_2"
50639,"AZ","17","17","691e","CDI","O","C",NA,193,NA
50644,"CA","66","66","676c","CDD","O","C","ct_9",887,"tr_5"
50652,"OZ","57","57","451e","CDI","O","C","ct_1",1820,"tr_2"
50669,"CJ","02","02","653a","CDI","O","C","ct_9",1766,"tr_5"
50677,"GZ","34","34","552a","CDI","O","P","ct_9",1367,"tr_6"
50685,"LZ","27","75","543b","CDI","O","C","ct_9",1820,"tr_5"
50698,"LZ","93","93","564a","CDI","O","C","ct_9",1822,"tr_2"
50714,"FZ","03","03","481a","CDI","O","C","ct_9",1746,"tr_3"
50725,"DZ","85","44","463b","CDI","O","C","ct_9",1464,"tr_3"
50737,"QA","60","75","332b","CDI","O","C","ct_3",1572,"tr_6"
50740,"CG","03","03","625c","CDI","O","P","ct_9",1194,"tr_6"
50742,"TZ","53","53","563c","CDI","O","C",NA,732,NA
50758,"NZ","69","69","684a","CDI","O","P","ct_9",1210,"tr_6"
50775,"CH","95","60","673c","CDI","O","C","ct_9",1651,"tr_6"
50786,"OZ","75","75","524c","AUT","O","C","ct_2",1820,"tr_6"
50795,"FZ","81","81","691e","CDI","O","C","ct_6",319,"tr_0"
50798,"QB","2B","2B","563b","CDI","O","P","ct_9",1118,"tr_4"
50808,"JB","21","67","462d","AUT","O","C","ct_9",1764,"tr_6"
50813,"QA","73","73","526b","CDI","O","C","ct_6",503,"tr_1"
50814,"PZ","06","06","524b","CDI","O","C","ct_1",1820,"tr_4"
50825,"HZ","81","81","451a","CDI","O","P","ct_9",1274,"tr_4"
50836,"CA","85","85","625d","CDI","O","C","ct_9",1827,"tr_6"
50860,"OZ","13","13","543g","CDI","O","C","ct_1",1820,"tr_5"
50861,"HZ","94","94","451a","CDI","O","P","ct_9",910,"tr_2"
50872,"CA","69","69","625d","CDI","O","C","ct_9",1517,"tr_5"
50887,"CE",NA,NA,"674a","CDI","O","C","ct_9",1568,"tr_5"
50913,"GZ","92","75","554c","CDI","O","C","ct_9",1331,"tr_1"
50914,"IZ","95","75","543b","CDI","O","C","ct_9",1161,"tr_2"
50923,"NZ","93","95","684a","CDI","O","C","ct_9",1822,"tr_5"
50935,"LZ","69","69","564a","CDI","O","C","ct_9",1757,"tr_4"
50940,"GZ","50","60","462b","CDI","O","C","ct_9",2116,"tr_3"
50945,"QB","84","84","525d","CDI","O","P","ct_8",1638,"tr_4"
50956,"QB","29","29","563a","CDI","O","N","ct_7",3000,"tr_1"
50961,"SZ","74","74","676e","CDI","O","C","ct_9",1212,"tr_3"
50962,"QA","93","75","526b","CDI","O","P","ct_9",962,"tr_1"
50975,"FZ","56","56","481b","CDI","O","C","ct_9",1665,"tr_3"
50989,"SZ","13","13","434a","CDI","O","C","ct_8",1729,"tr_4"
51001,"GZ","93","75","653a","CDI","O","C","ct_9",1139,"tr_0"
51062,"JB","94","78","478d","CDI","O","C","ct_9",1771,"tr_5"
51064,"QB","66","66","525d","CDI","O","C","ct_8",1820,"tr_4"
51065,"AZ","49","49","691d","CDI","O","C",NA,210,NA
51077,"OZ","80","80","335a","CDI","O","P",NA,NA,NA
51082,"QB","68","68","632k","CDI","O","P","ct_3",1169,"tr_5"
51092,"HZ","86","51","641a","CDI","O","C","ct_9",2200,"tr_1"
51095,"SZ","01","01","434f","CDI","O","C","ct_8",1517,"tr_3"
51096,"QB","88","88","676e","CDI","O","C","ct_8",1565,"tr_6"
51097,"HZ","87","87","451a","CDI","O","C","ct_9",1810,"tr_6"
51098,"QA","35","35","523d","CDI","O","P","ct_3",818,"tr_6"
51107,"OZ",NA,NA,"621f","CDI","O","P","ct_2",1433,"tr_6"
51122,"FZ","51","51","382c","CDI","O","C","ct_9",1820,"tr_2"
51125,"TZ","17","17","563c","CDI","O","N","ct_7",1023,"tr_1"
51136,"GZ","34","34","554a","CDI","O","C","ct_9",1906,"tr_4"
51137,"QB","59","59","526d","CDI","O","C","ct_9",1048,"tr_4"
51139,"QB","14","14","563a","CDI","O","N","ct_7",2816,"tr_0"
51149,"GZ","91","76","374a","CDI","O","C","ct_9",1747,"tr_4"
51150,"OZ","34","34","621f","AUT","O","C","ct_2",1820,"tr_6"
51162,"GZ","93","93","676a","CDI","O","C","ct_9",1434,"tr_1"
51177,"HZ","75","75","451a","CDI","O","C","ct_9",1043,"tr_6"
51181,"QB","49","49","526d","CDI","O","C","ct_8",1780,"tr_4"
51191,"QB","59","59","525d","CDI","O","P","ct_8",425,"tr_3"
51224,"QA","13","13","526a","CDI","O","C","ct_9",1669,"tr_6"
51243,"PZ","76","76","341a","CDI","O","C","ct_8",1820,"tr_3"
51245,"QB","17","17","637d","CDI","X","C","ct_8",1320,"tr_5"
51246,"GZ","47","47","487a","CDI","O","C","ct_9",1820,"tr_1"
51256,"GZ","70","31","463b","CDI","O","P","ct_9",1373,"tr_4"
51260,"CC","63","63","653a","CDI","O","C","ct_5",1405,"tr_6"
51286,"KZ","92","75","533c","CDI","O","P","ct_5",1216,"tr_6"
51306,"QA","85","85","431f","CDD","O","P","ct_3",171,"tr_6"
51310,"CC","76","76","652a","CDI","O","C","ct_9",472,"tr_0"
51313,"EZ","47","47","641a","CDI","O","C","ct_9",2200,"tr_2"
51321,"PZ","17","17","422e","CDI","O","P","ct_8",1638,"tr_5"
51335,"QA","31","31","526b","CDI","O","P","ct_9",936,"tr_1"
51340,"CH","38","38","628c","CDI","O","C","ct_9",1646,"tr_6"
51377,"NZ","72","44","684a","CDI","O","P","ct_9",1002,"tr_5"
51379,"OZ","34","34","621f","AUT","O","P","ct_2",1611,"tr_3"
51382,"OZ","59","59","523c","AUT","O","C","ct_2",1829,"tr_6"
51394,"QB","64","31","434a","CDI","O","C","ct_8",1729,"tr_3"
51396,"QA","77","75","525d","CDI","O","C","ct_8",1260,"tr_6"
51399,"GZ","50","94","463d","CDI","O","C","ct_9",1820,"tr_6"
51401,"MA","52","75","472a","CDI","O","C","ct_9",455,"tr_0"
51409,"FZ","78","60","681b","CDI","O","C","ct_9",1820,"tr_2"
51440,"IZ","17","17","561d","CDI","O","C","ct_9",1455,"tr_1"
51441,"CL","31","31","672a","CDI","O","P","ct_9",910,"tr_6"
51448,"OZ","49","44","461d","CDI","O","P","ct_8",1328,"tr_6"
51451,"QB","54","57","525d","CDI","O","P","ct_8",1577,"tr_3"
51461,"OZ","95","75","467d","CDI","O","C","ct_8",1526,"tr_5"
51475,"PZ","34","34","372d","CDI","O","C","ct_9",528,"tr_0"
51495,"OZ","59","59","621f","AUT","O","P","ct_2",1456,"tr_5"
51499,"QA","59","59","684a","CDI","O","C",NA,261,NA
51511,"GZ","78","78","551a","CDI","O","C","ct_9",372,"tr_4"
