Unique_id,COMPANY_CATEGORY,JOB_CONDITION,activity_sector,Job_category,working_hours,EMPLOYEE_COUNT,Remuneration,job_desc,Job_dep,Contract_type
53289,NA,"C","NZ","O",494,"tr_5",5429,"684a","59","CDI"
53290,"ct_9","C","GZ","X",1039,"tr_3",8941,"478a","59","AUT"
53295,"ct_9","C","GZ","O",374,"tr_1",3648,"634a","59","CDI"
53298,"ct_9","C","FZ","O",1726,"tr_1",20553,"554b","59","CDI"
53302,"ct_8","C","PZ","O",1820,"tr_5",39554,"341a","59","CDI"
53307,"ct_9","C","RZ","A",1272,"tr_1",7875,"435b","62","APP"
53308,"ct_9","C","GZ","O",1232,"tr_1",18056,"462b","59","CDI"
53318,"ct_9","C","JA","O",1476,"tr_0",15267,"352a","75","CDI"
53330,"ct_9","C","MA","O",1740,"tr_2",22866,"543h","59","CDI"
53332,"ct_9","C","CH","O",1128,"tr_4",18702,"626b","59","CDI"
53343,"ct_1","C","MB","O",1814,"tr_5",21600,"342g","80","CDI"
53352,"ct_9","C","MA","O",1307,"tr_2",22866,"461e","59","CDI"
53353,"ct_8","C","QB","O",1558,"tr_4",24664,"431f","59","CDI"
53360,"ct_9","C","HZ","O",1820,"tr_6",30616,"628a","76","CDI"
53361,"ct_8","P","QB","O",1288,"tr_4",16321,"434d","59","CDI"
53363,"ct_9","C","KZ","O",1746,"tr_1",33646,"467a","59","CDI"
53364,"ct_8","C","HZ","O",1474,"tr_5",20936,"655a","59","CDI"
53366,"ct_8","C","PZ","O",1549,"tr_6",17322,"543b","59","CDI"
53368,"ct_7","N","QB","O",3000,"tr_1",12952,"563a","59","CDI"
53369,"ct_9","C","CL","O",1600,"tr_5",34996,"372a","59","CDI"
53381,"ct_9","C","SZ","A",1133,"tr_1",8335,"562a","59","APP"
53385,"ct_9","C","QA","O",1843,"tr_4",24193,"433a","59","CDI"
53389,"ct_8","P","QB","O",1470,"tr_4",14066,"563b","59","CDI"
53392,"ct_9","C","IZ","O",1732,"tr_2",18142,"636d","59","CDI"
53393,"ct_8","P","QB","O",642,"tr_3",6059,"526c","59","CDI"
53396,"ct_2","P","OZ","O",1515,"tr_6",19620,"621f","59","AUT"
53400,"ct_9","C","NZ","O",1028,"tr_2",11802,"673c","76","TTP"
53404,"ct_8","C","PZ","O",1820,"tr_3",27133,"421b","59","CDI"
53410,"ct_9","C","QA","O",1676,"tr_1",22335,"542a","59","CDI"
53413,"ct_8","C","QB","O",1768,"tr_6",16043,"434f","59","CDI"
53414,"ct_9","C","CM","O",1320,"tr_4",14169,"624d","59","CDI"
53415,"ct_8","P","QB","O",692,"tr_6",6293,"684a","59","CDI"
53419,"ct_9","P","GZ","O",1261,"tr_1",31200,"344d","59","CDI"
53431,"ct_8","C","NZ","O",1803,"tr_5",17703,"691e","59","CDI"
53434,"ct_9","C","NZ","O",1226,"tr_5",23658,"383a","59","CDI"
53441,"ct_8","P","PZ","O",1419,"tr_5",19993,"422c","59","CDI"
53446,"ct_8","C","PZ","O",1820,"tr_5",30512,"341a","62","CDI"
53455,"ct_9","C","KZ","O",3000,"tr_1",52069,"373c","59","CDI"
53460,"ct_9","C","GZ","O",1679,"tr_6",54264,"388c","59","CDI"
53469,NA,"C","NZ","O",494,"tr_5",4404,"684a","59","CDI"
53470,"ct_8","C","QB","O",1778,"tr_4",18213,"434b","62","CDI"
53471,"ct_9","C","JC","O",1820,"tr_3",30872,"388c","59","CDI"
53472,"ct_9","C","IZ","O",759,"tr_1",21898,"561b","59","CDI"
53475,"ct_8","C","QB","O",1820,"tr_2",21603,"525d","59","CDI"
53479,"ct_1","C","OZ","O",1820,"tr_3",60465,"331a","59","AUT"
53480,"ct_1","P","PZ","O",735,"tr_4",7822,"422e","59","AUT"
53483,"ct_9","C","CM","O",1526,"tr_4",13147,"463b","59","CDI"
53492,"ct_9","C","EZ","O",1820,"tr_6",23629,"628e","59","CDI"
53499,"ct_9","C","GZ","O",2081,"tr_4",25740,"477c","59","CDI"
53503,"ct_9","C","CH","O",1319,"tr_6",27249,"475b","59","CDI"
53505,"ct_9","C","FZ","O",1701,"tr_1",24726,"632d","59","CDI"
53527,"ct_9","C","NZ","O",910,"tr_3",47610,"344d","62","CDI"
53530,"ct_9","C","CL","O",1636,"tr_6",20581,"673c","59","CDI"
53538,"ct_9","C","NZ","O",2093,"tr_6",30260,"684a","76","CDI"
53545,"ct_9","C","CG","O",387,"tr_3",5878,"676c","59","CDI"
53552,"ct_9","C","CG","O",1903,"tr_5",18393,"625c","62","CDI"
53554,"ct_9","C","GZ","O",1512,"tr_1",19589,"556a","59","CDI"
53560,"ct_9","C","HZ","A",1536,"tr_4",13735,"466a","59","APP"
53573,"ct_9","C","NZ","O",1560,"tr_5",19150,"534a","59","CDI"
53578,"ct_9","C","QB","O",1711,"tr_4",21260,"525d","59","CDI"
53581,"ct_3","C","QA","O",1820,"tr_6",24549,"431f","59","AUT"
53584,"ct_9","C","CC","O",1913,"tr_2",21720,"627e","59","CDI"
53587,"ct_8","C","OZ","O",2013,"tr_6",27691,"467d","59","CDI"
53588,"ct_9","C","HZ","O",1820,"tr_6",35657,"477a","59","CDI"
53592,"ct_9","C","HZ","O",1718,"tr_2",36153,"389a","59","CDI"
53598,"ct_9","C","CG","O",1856,"tr_4",27854,"628a","59","CDI"
53615,"ct_9","C","KZ","O",758,"tr_2",12339,"353b","59","CDI"
53617,"ct_9","C","FZ","O",1591,"tr_2",25541,"481b","59","CDI"
53621,"ct_3","P","QA","O",1501,"tr_6",19790,"523d","59","CDI"
53622,"ct_8","P","QB","O",946,"tr_3",6199,"563b","59","CDI"
53633,"ct_9","C","GZ","O",1382,"tr_4",27691,"463b","57","CDI"
53636,"ct_2","P","OZ","O",1066,"tr_6",13703,"423b","62","CDI"
53638,"ct_9","C","GZ","O",1808,"tr_6",21091,"551a","62","CDI"
53639,"ct_8","C","QA","O",1814,"tr_6",30752,"431f","59","CDI"
53642,"ct_9","C","KZ","O",915,"tr_1",33229,"467a","59","CDI"
53643,"ct_9","C","HZ","O",1613,"tr_4",20936,"451a","59","CDI"
53646,"ct_9","C","GZ","O",1757,"tr_5",19225,"652a","59","CDI"
53656,"ct_9","C","FZ","O",1444,"tr_2",19658,"632f","59","CDI"
53673,"ct_5","C","NZ","O",1820,"tr_2",46596,"333f","62","CDI"
53680,NA,"C","QB","O",288,NA,2827,"563b","59","CDI"
53690,"ct_8","C","QB","O",1833,"tr_4",27360,"526d","59","CDI"
53698,"ct_9","C","NZ","O",1216,"tr_6",11085,"541c","59","CDI"
53701,"ct_9","C","NZ","O",1940,"tr_1",17543,"691e","59","CDI"
53707,"ct_7","N","QB","O",3000,"tr_1",13952,"563a","59","CDI"
53711,NA,"C","NZ","O",187,"tr_4",1906,"652a","13","CDD"
53713,"ct_9","C","HZ","O",1617,"tr_4",20552,"676c","59","CDI"
53714,"ct_9","C","MA","O",1799,"tr_0",25880,"478a","59","CDI"
53732,"ct_9","C","MA","O",1458,"tr_2",26353,"382b","59","CDI"
53734,"ct_9","C","CM","O",1944,"tr_5",23800,"623e","59","CDI"
53748,"ct_9","C","KZ","O",1856,"tr_6",27808,"384a","92","CDI"
53753,"ct_2","C","RZ","O",1855,"tr_2",28625,"332b","59","CDI"
53755,"ct_9","C","IZ","A",579,"tr_1",3790,"561d","59","APP"
53757,"ct_9","C","GZ","O",1806,"tr_3",17565,"676c","59","CDI"
53758,"ct_9","C","GZ","O",2046,"tr_1",43415,"344d","62","CDI"
53759,"ct_9","N","JA","O",272,"tr_2",3789,"465b","75","CDD"
53770,"ct_9","C","GZ","O",1551,"tr_5",24068,"487b","59","CDI"
53772,"ct_9","C","GZ","O",1533,"tr_3",17336,"628a","59","CDI"
53785,"ct_9","C","GZ","O",520,"tr_1",4187,"462d","59","CDI"
53786,"ct_9","C","GZ","O",1820,"tr_1",18391,"433d","59","CDI"
53802,"ct_9","C","MA","O",1799,"tr_4",17881,"478a","59","CDI"
53808,"ct_8","C","PZ","O",2043,"tr_3",20765,"421b","59","CDI"
53810,"ct_9","P","GZ","O",735,"tr_5",5342,"552a","59","CDD"
53829,"ct_9","C","GZ","O",1886,"tr_2",16592,"551a","59","CDI"
53831,NA,"C","NZ","O",330,"tr_6",5832,"684a","62","CDI"
53841,"ct_8","C","KZ","O",579,"tr_5",6794,"545c","59","CDI"
53842,"ct_8","C","MA","O",1865,"tr_3",18001,"434e","59","CDI"
53843,"ct_9","C","HZ","O",1826,"tr_3",45801,"333c","59","CDI"
53844,"ct_8","C","QB","O",1750,"tr_5",16448,"632k","59","CDI"
53845,"ct_9","C","CM","O",1723,"tr_3",14031,"627d","59","CDI"
53850,"ct_9","C","KZ","O",1820,"tr_6",31726,"373b","59","CDI"
53852,"ct_5","P","HZ","O",1183,"tr_6",28371,"373d","59","CDI"
53853,"ct_9","C","CL","O",1541,"tr_6",25926,"673c","59","CDI"
53856,"ct_9","P","QA","O",1318,"tr_1",17349,"431f","59","CDI"
53858,"ct_9","C","KZ","O",1820,"tr_6",40001,"376e","59","CDI"
53859,"ct_9","C","NZ","O",943,"tr_3",9541,"534a","59","CDI"
53863,"ct_9","C","GZ","O",1816,"tr_5",21263,"643a","59","CDI"
53864,NA,"C","NZ","O",141,"tr_1",1401,"684a","59","CDI"
53876,"ct_8","C","OZ","O",1887,"tr_6",27963,"467d","59","CDI"
53877,"ct_7","N","QB","O",3000,"tr_1",11309,"563a","59","CDI"
53878,"ct_9","P","FZ","O",1693,"tr_1",21232,"681a","59","CDI"
53880,"ct_9","P","NZ","O",1324,"tr_6",10941,"541d","59","CDI"
53905,"ct_9","C","JC","O",1676,"tr_6",23070,"388a","59","CDI"
53909,"ct_8","C","PZ","O",1327,"tr_2",18681,"422c","59","CDI"
53910,"ct_8","C","KZ","O",1820,"tr_6",25671,"543f","59","CDI"
53913,"ct_9","N","NZ","O",1756,"tr_1",22604,"641b","59","TTP"
53920,"ct_8","P","RZ","O",395,"tr_3",11343,"435b","59","CDI"
53923,"ct_9","C","PZ","O",1677,"tr_6",26788,"462e","59","CDI"
53926,"ct_1","N","OZ","O",NA,"tr_6",9497,"532c","36","AUT"
53928,"ct_9","C","IZ","O",2073,"tr_6",21154,"488a","59","CDI"
53939,"ct_9","C","IZ","O",1820,"tr_4",20556,"488b","59","CDI"
53942,"ct_8","C","MA","O",1820,"tr_3",32215,"331a","62","CDI"
53946,"ct_9","C","NZ","O",1463,"tr_5",12084,"684a","59","CDI"
53956,"ct_9","C","FZ","O",1744,"tr_5",19011,"472c","59","CDI"
53957,"ct_7","N","QB","O",3000,"tr_1",27894,"563a","59","CDI"
53968,"ct_9","C","NZ","O",1494,"tr_1",27349,"487a","59","CDI"
53974,"ct_9","C","DZ","O",1822,"tr_3",40667,"477c","59","CDI"
53981,"ct_9","P","NZ","A",1093,"tr_6",8498,"684a","59","CDI"
53985,"ct_9","C","JA","O",1820,"tr_5",61899,"353c","59","CDI"
53986,"ct_9","C","HZ","O",1654,"tr_6",17877,"676c","59","CDI"
53990,"ct_9","P","SZ","O",1488,"tr_2",11655,"563b","59","CDI"
53991,"ct_8","C","QB","O",1724,"tr_1",21348,"432d","59","CDI"
54001,"ct_4","C","OZ","O",1882,"tr_2",28250,"372a","62","CDI"
54002,NA,"N","CG","O",127,NA,1225,"674a","59","CDI"
54014,"ct_9","C","CM","O",2028,"tr_3",29512,"676c","59","CDI"
54016,"ct_8","P","OZ","O",1722,"tr_5",25711,"545d","59","CDI"
54018,"ct_9","P","IZ","O",825,"tr_1",6997,"561d","59","CDI"
54020,"ct_9","C","QB","O",1582,"tr_2",15925,"543b","59","CDI"
54024,"ct_9","C","NZ","O",1517,"tr_4",20176,"543g","92","CDI"
54028,"ct_9","C","JB","A",1779,"tr_5",34555,"423b","59","CDI"
54030,"ct_9","C","KZ","O",1820,"tr_2",23699,"633c","62","CDI"
54031,"ct_9","C","HZ","O",1820,"tr_1",18758,"642a","59","CDI"
54032,"ct_8","C","OZ","O",1820,"tr_4",30703,"479b","59","CDI"
54036,"ct_9","C","HZ","O",1832,"tr_3",21375,"451a","59","CDI"
54037,"ct_9","C","CB","O",1822,"tr_5",32726,"374d","68","CDI"
54044,"ct_9","C","QA","O",1597,"tr_1",17701,"526e","59","CDI"
54046,"ct_9","C","GZ","O",1180,"tr_3",23243,"555a","59","CDI"
54048,"ct_9","C","MA","O",1781,"tr_6",25414,"461b","59","CDI"
54051,"ct_9","C","IZ","O",1461,"tr_1",11442,"561d","59","CDI"
54058,"ct_3","C","QA","O",1826,"tr_6",53176,"332b","95","CDI"
54064,"ct_9","C","FZ","O",1004,"tr_1",12047,"632g","59","CDI"
54065,"ct_9","C","HZ","A",806,"tr_6",11339,"333c","59","APP"
54068,"ct_8","C","QB","O",1249,"tr_5",22314,"421b","62","CDI"
54070,"ct_9","C","CA","O",1951,"tr_2",22280,"462a","59","CDI"
54076,"ct_9","C","JA","O",1722,"tr_3",19438,"352a","59","CDI"
54078,"ct_8","P","QB","O",182,"tr_3",7851,"344b","59","CDI"
54080,"ct_8","C","QA","O",1821,"tr_5",25756,"526a","59","CDI"
54084,"ct_8","C","QB","O",1820,"tr_4",18761,"526a","59","CDI"
54086,"ct_9","C","IZ","O",503,"tr_1",4685,"561b","59","CDI"
54088,"ct_9","P","MC","O",1056,"tr_1",8375,"465a","59","CDI"
54089,"ct_9","P","GZ","O",1481,"tr_3",17039,"653a","59","CDI"
54092,"ct_8","C","PZ","O",1358,"tr_5",14488,"525b","59","CDI"
54098,"ct_9","P","GZ","O",279,"tr_0",4617,"554e","59","CDI"
54106,"ct_9","C","GZ","O",1866,"tr_5",23680,"554a","59","CDI"
54111,"ct_9","P","NZ","O",1534,"tr_6",13900,"684a","62","CDI"
54112,"ct_9","C","CL","O",1577,"tr_6",19035,"624c","59","CDI"
54117,"ct_9","C","KZ","O",1820,"tr_1",55390,"372b","77","CDI"
54120,"ct_9","C","QA","O",1818,"tr_6",31573,"431f","59","CDI"
54126,"ct_9","C","GZ","O",1510,"tr_1",19157,"486d","59","CDI"
54127,"ct_3","C","QA","O",1822,"tr_6",25890,"431f","59","AUT"
54130,"ct_9","C","NZ","O",1384,"tr_0",15645,"684b","59","TTP"
54137,"ct_9","C","QA","O",1771,"tr_5",22812,"431f","59","CDI"
54141,"ct_2","C","PZ","O",1820,"tr_2",27259,"421b","59","AUT"
54143,NA,"C","JA","O",189,NA,1813,"353c","75","CDI"
54146,"ct_8","C","QA","O",1820,"tr_6",29415,"431f","59","CDI"
54153,"ct_9","C","QA","O",1906,"tr_3",19633,"526e","59","CDI"
54162,"ct_8","P","QA","O",1431,"tr_6",22630,"526c","59","CDI"
54163,"ct_3","C","QA","O",1212,"tr_6",12289,"526a","62","CDD"
54168,"ct_8","P","PZ","O",1472,"tr_2",15318,"525a","59","CDI"
54180,"ct_9","C","HZ","O",1712,"tr_6",16148,"521a","59","CDI"
54181,"ct_9","C","MA","O",2004,"tr_2",23972,"472b","59","CDI"
54195,"ct_6","C","QA","O",1866,"tr_1",23539,"526b","59","CDI"
54201,"ct_8","C","QB","O",1653,"tr_3",16602,"525d","59","CDI"
54205,"ct_9","P","KZ","O",1482,"tr_2",21013,"373c","59","CDI"
54210,"ct_9","C","GZ","O",809,"tr_3",18772,"555a","59","CDI"
54212,"ct_9","C","FZ","O",1820,"tr_2",25176,"481b","59","CDI"
54218,"ct_8","P","QB","O",1114,"tr_5",11927,"434b","59","CDI"
54224,"ct_9","C","PZ","O",1927,"tr_3",24085,"341a","59","CDI"
54230,"ct_9","C","GZ","O",1911,"tr_4",22161,"462b","59","CDI"
54231,"ct_9","C","MA","O",1820,"tr_3",41919,"372b","31","CDI"
54235,"ct_9","C","KZ","O",1490,"tr_2",33848,"463e","62","CDI"
54236,"ct_9","P","NZ","O",1820,"tr_1",25426,"543g","59","CDI"
54240,"ct_2","C","QB","O",1818,"tr_4",18524,"563b","59","AUT"
54242,"ct_9","P","GZ","O",899,"tr_1",8191,"554c","59","CDD"
54245,"ct_9","C","NZ","O",791,"tr_1",9182,"631a","59","CDD"
54247,"ct_8","C","MA","O",1944,"tr_3",40590,"386b","59","CDI"
54261,"ct_9","C","QA","O",505,"tr_6",9521,"526a","59","CDI"
54265,"ct_9","C","NZ","O",2044,"tr_6",27932,"534a","75","CDI"
54266,"ct_9","C","CM","O",1826,"tr_6",16459,"627d","59","CDI"
54269,"ct_8","P","PZ","O",298,"tr_2",10312,"421b","59","CDI"
54276,"ct_9","C","KZ","O",1820,"tr_1",35002,"376e","62","CDI"
54277,"ct_9","P","SZ","O",741,"tr_3",6972,"563b","62","CDI"
54284,"ct_9","C","KZ","O",1820,"tr_5",44763,"372b","59","CDI"
54291,"ct_9","C","GZ","O",507,"tr_1",22314,"374d","59","CDI"
54298,"ct_9","C","GZ","O",2028,"tr_2",50502,"374d","59","CDI"
54318,"ct_9","C","FZ","O",1677,"tr_4",20265,"651a","60","CDI"
54319,"ct_3","C","QA","O",1819,"tr_6",23808,"431f","60","AUT"
54325,"ct_9","C","GZ","O",1466,"tr_6",21573,"555a","95","CDI"
54326,"ct_9","C","JB","O",1820,"tr_6",30762,"478c","31","CDI"
54348,NA,"P","TZ","O",193,NA,2207,"563c","60","AUT"
54368,"ct_9","N","HZ","O",1388,"tr_5",12161,"534a","54","CDI"
54369,"ct_9","C","CL","O",1552,"tr_6",59209,"387c","60","CDI"
54374,"ct_1","C","PZ","O",1820,"tr_6",37378,"333e","60","CDI"
54377,"ct_9","C","KZ","O",1265,"tr_1",36185,"467c","60","CDI"
54380,"ct_9","C","MA","O",1858,"tr_5",16192,"676c","60","CDI"
54385,"ct_9","C","QA","O",1787,"tr_6",28025,"431f","93","CDI"
54388,"ct_3","C","QA","O",1820,"tr_6",19769,"523d","60","AUT"
54390,"ct_9","C","HZ","O",1429,"tr_1",15830,"676a","93","CDI"
54404,"ct_9","C","DZ","O",1763,"tr_5",20447,"485a","75","CDI"
54406,"ct_9","C","MA","O",1820,"tr_6",34125,"374b","75","CDI"
54410,"ct_9","C","HZ","O",1820,"tr_3",43357,"388e","60","CDI"
54411,"ct_8","C","QA","O",1820,"tr_5",28022,"542a","93","CDI"
54415,"ct_9","C","GZ","O",1822,"tr_4",18787,"551a","60","CDI"
54417,"ct_9","C","NZ","O",1991,"tr_6",18667,"534a","91","CDI"
54429,"ct_9","C","CI","O",1516,"tr_6",38312,"477a","60","CDI"
54430,"ct_9","C","HZ","O",1686,"tr_4",23281,"676c","60","CDI"
54439,"ct_9","C","QA","O",1827,"tr_2",23981,"431f","60","CDI"
54441,"ct_9","P","NZ","O",481,"tr_6",5941,"684a","60","CDD"
54451,"ct_9","N","NZ","O",825,"tr_1",10900,"653a","93","TTP"
54452,"ct_9","C","GZ","O",1849,"tr_1",19470,"634c","60","CDI"
54453,"ct_9","C","IZ","O",778,"tr_2",6983,"561d","81","CDI"
54463,"ct_9","C","GZ","O",1283,"tr_6",18522,"653a","60","CDI"
54471,"ct_8","C","QB","O",1820,"tr_4",33513,"373d","60","CDI"
54475,"ct_9","C","SZ","O",1820,"tr_1",28654,"564b","60","CDI"
54477,"ct_9","C","LZ","A",1306,"tr_2",6770,"543h","60","APP"
54485,"ct_9","C","NZ","O",1778,"tr_6",45564,"372b","92","CDI"
54486,"ct_8","C","QB","O",1431,"tr_3",20498,"434e","92","CDI"
54487,"ct_9","C","NZ","O",403,"tr_0",3010,"676c","60","TTP"
54489,"ct_9","C","JC","O",1801,"tr_1",25531,"423b","60","CDI"
54490,"ct_9","C","IZ","O",892,"tr_6",15373,"636d","77","CDI"
54492,"ct_9","P","GZ","O",1823,"tr_4",17848,"551a","60","CDI"
54493,"ct_9","C","QA","O",2200,"tr_6",27403,"526a","60","CDI"
54495,"ct_9","C","NZ","O",1284,"tr_1",13557,"534a","60","CDI"
54497,"ct_9","C","CF","O",1831,"tr_5",34398,"484a","60","CDI"
54505,"ct_9","C","EZ","O",2135,"tr_3",26077,"641a","60","CDI"
54508,"ct_8","P","QB","O",1317,"tr_4",19540,"526a","60","CDI"
54511,"ct_8","C","OZ","O",1820,"tr_3",34156,"479b","60","CDI"
54513,"ct_9","C","NZ","O",1820,"tr_3",25549,"543f","60","CDI"
54516,"ct_9","P","QB","O",1177,"tr_3",17747,"563b","60","CDI"
54520,"ct_1","C","OZ","O",1820,"tr_6",34340,"333b","95","AUT"
54523,"ct_9","P","GZ","O",889,"tr_3",10297,"554e","60","CDI"
54524,"ct_7","N","QB","O",3000,"tr_1",25236,"563a","60","CDI"
54527,"ct_9","C","HZ","O",1761,"tr_6",27447,"641b","93","CDI"
54530,NA,"C","TZ","O",687,NA,8648,"563c","95","CDI"
54532,"ct_9","C","HZ","O",1818,"tr_3",18209,"451a","60","CDI"
54535,"ct_8","C","QB","O",1568,"tr_3",20096,"422e","60","CDI"
54544,"ct_9","C","GZ","O",1685,"tr_2",18292,"542a","60","CDI"
54545,"ct_8","P","QB","O",1517,"tr_5",14756,"526a","75","CDI"
54549,"ct_8","C","QB","O",1850,"tr_2",34703,"311d","60","CDI"
54550,"ct_9","C","CK","O",1618,"tr_6",29213,"541d","60","CDI"
54552,"ct_9","P","CL","O",1701,"tr_6",26739,"543f","60","CDI"
54557,"ct_9","C","CL","O",1153,"tr_1",34345,"473c","77","CDI"
54581,"ct_2","C","OZ","O",1820,"tr_6",29714,"343a","60","AUT"
54597,"ct_1","P","MB","O",1456,"tr_5",26238,"451e","80","CDI"
54608,"ct_8","C","OZ","O",1820,"tr_3",34952,"479b","60","CDI"
54609,"ct_1","C","OZ","O",1820,"tr_4",28610,"479b","93","AUT"
54611,"ct_9","C","MA","O",1820,"tr_6",36965,"461c","92","CDI"
54615,"ct_9","C","JA","O",1123,"tr_6",13141,"543g","60","CDD"
54619,"ct_9","C","FZ","O",1936,"tr_0",23714,"477b","60","CDI"
54623,"ct_9","C","HZ","O",1267,"tr_6",20128,"466a","77","CDI"
54624,"ct_8","C","QB","O",1820,"tr_3",20410,"434e","60","CDI"
54625,"ct_9","C","GZ","O",1705,"tr_2",12126,"554d","60","CDI"
54631,"ct_9","C","GZ","O",1496,"tr_6",22999,"556a","95","CDI"
54637,"ct_9","C","IZ","O",1144,"tr_1",18349,"377a","60","CDI"
54638,"ct_9","C","MC","O",1820,"tr_1",57321,"388b","45","CDI"
54652,"ct_9","C","KZ","O",1489,"tr_1",19186,"542a","60","CDI"
54657,"ct_9","C","QB","O",1821,"tr_4",20714,"543g","60","CDI"
54662,"ct_9","C","JC","O",1820,"tr_4",22527,"462e","92","CDI"
54664,"ct_9","C","HZ","O",1849,"tr_4",23416,"451a","60","CDI"
54665,"ct_8","C","QB","O",1512,"tr_1",24347,"435b","60","CDI"
54666,"ct_9","C","HZ","O",1106,"tr_5",16441,"461d","75","CDI"
54670,"ct_9","C","CF","O",665,"tr_4",18586,"475a","60","CDI"
54671,"ct_9","C","QA","O",1655,"tr_1",25031,"433a","60","CDI"
54673,"ct_9","C","CE","O",1826,"tr_6",44051,"625c","60","CDI"
54680,"ct_9","C","QA","A",373,"tr_2",1594,"542a","75","APP"
54697,"ct_9","C","HZ","O",1834,"tr_6",21859,"451a","60","CDI"
54699,"ct_9","P","GZ","O",1326,"tr_2",12096,"554e","60","CDI"
54702,"ct_9","P","QB","O",989,"tr_2",7561,"563b","60","CDI"
54709,"ct_9","C","HZ","O",1793,"tr_3",33493,"461e","95","CDI"
54710,"ct_9","C","HZ","O",1819,"tr_6",27946,"641b","77","CDI"
54730,"ct_9","C","NZ","O",658,"tr_1",8061,"676c","60","TTP"
54734,"ct_9","C","MA","O",821,"tr_2",14289,"474c","92","CDI"
54735,"ct_9","C","HZ","O",722,"tr_5",8823,"651a","93","CDI"
54741,"ct_9","C","HZ","X",1269,"tr_5",8322,"546b","75","AUT"
54768,"ct_9","C","QA","O",2200,"tr_6",18917,"543g","60","CDI"
54769,"ct_9","C","QA","O",1719,"tr_1",17245,"542a","60","CDI"
54771,"ct_9","C","PZ","O",1399,"tr_1",11773,"534a","60","CDI"
54772,"ct_8","P","MA","O",1456,"tr_3",20426,"543g","80","CDI"
54781,"ct_9","C","HZ","O",1538,"tr_2",14489,"676b","60","CDI"
54789,"ct_9","P","GZ","O",1464,"tr_1",31510,"344d","60","CDI"
54792,"ct_4","C","SZ","O",1832,"tr_3",21233,"533a","60","CDI"
54794,"ct_9","C","NZ","O",1892,"tr_6",18696,"534a","93","CDI"
54796,"ct_9","C","HZ","O",1785,"tr_6",19626,"451a","80","CDI"
54797,"ct_9","C","QB","O",1597,"tr_3",18545,"526a","60","CDI"
54798,"ct_2","C","OZ","O",1850,"tr_6",17277,"525b","95","AUT"
54801,"ct_9","C","JC","O",1801,"tr_1",25903,"423b","60","CDI"
54803,"ct_9","N","NZ","O",927,"tr_1",8086,"676c","60","TTP"
54804,"ct_8","C","QB","O",1545,"tr_4",17137,"525d","60","CDI"
54809,"ct_9","C","NZ","O",1890,"tr_5",16350,"534a","60","CDI"
54810,"ct_9","C","IZ","O",351,"tr_1",3487,"561c","75","CDI"
54816,"ct_9","C","HZ","O",1112,"tr_5",14104,"641b","60","TOA"
54824,"ct_5","C","LZ","O",1855,"tr_5",23879,"525c","60","CDI"
54826,"ct_9","C","CL","O",2412,"tr_6",40543,"372b","60","CDI"
54827,"ct_9","C","HZ","O",1610,"tr_4",27079,"466c","75","CDI"
54829,"ct_9","C","MA","O",1820,"tr_6",59820,"371a","93","CDI"
54839,"ct_9","C","HZ","O",1304,"tr_6",29855,"389a","93","CDI"
54844,"ct_9","C","CA","O",1820,"tr_5",45053,"466c","60","CDI"
54846,"ct_8","C","QB","O",1820,"tr_4",16629,"525d","60","CDI"
54853,"ct_9","C","FZ","O",920,"tr_2",15570,"621c","60","CDI"
54854,NA,"C","OZ","O",NA,NA,6884,"335a","60","CDI"
54861,"ct_1","C","OZ","O",2028,"tr_6",23051,"532a","36","AUT"
54864,"ct_9","C","NZ","O",571,"tr_6",4195,"541d","60","CDI"
54867,"ct_9","C","KZ","O",2044,"tr_1",27948,"467a","75","CDI"
54871,"ct_9","C","MA","O",1781,"tr_2",39766,"342g","92","CDI"
54876,"ct_9","C","JA","O",1901,"tr_6",26128,"543g","60","CDI"
54879,"ct_9","C","NZ","O",785,"tr_1",7166,"676e","60","TTP"
54895,"ct_9","C","GZ","X",1582,"tr_5",13096,"543h","60","AUT"
54900,"ct_9","C","DZ","O",1175,"tr_5",19943,"485a","80","CDI"
54901,"ct_9","C","CE","O",1813,"tr_6",85779,"387a","93","CDI"
54905,"ct_8","C","MB","O",1687,"tr_6",47054,"384a","60","CDI"
54909,"ct_9","C","HZ","O",1750,"tr_3",24182,"546c","95","CDI"
54911,"ct_3","C","QA","O",1820,"tr_6",56078,"451h","60","CDI"
54914,"ct_9","C","CM","O",1599,"tr_3",25859,"623f","02","CDI"
54915,"ct_9","C","GZ","O",1820,"tr_5",30453,"461d","92","CDI"
54917,"ct_9","C","NZ","O",1603,"tr_5",17491,"684a","60","CDI"
54928,"ct_9","C","GZ","O",1813,"tr_3",19807,"551a","60","CDI"
54931,"ct_9","C","GZ","O",1289,"tr_2",26258,"624g","60","CDI"
54933,"ct_9","C","CL","O",1850,"tr_4",18473,"473c","60","CDI"
54935,"ct_9","C","GZ","O",1846,"tr_6",79858,"387a","02","CDI"
54936,"ct_9","C","HZ","O",1835,"tr_4",18955,"451a","60","CDI"
54937,"ct_9","C","GZ","O",1589,"tr_6",15818,"653a","77","CDI"
54940,"ct_8","C","MA","O",1603,"tr_5",10303,"526a","60","CDI"
54942,"ct_9","C","JC","O",1801,"tr_1",25720,"423b","60","CDI"
54963,"ct_9","C","HZ","O",1794,"tr_6",19184,"423b","60","CDI"
54969,"ct_8","C","QB","O",999,"tr_4",17828,"434e","60","CDI"
